hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000022,Malignant brain cancer,Females,2021,6,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1997,25,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1998,25,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1999,21,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2000,29,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2001,28,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2002,20,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2003,29,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2004,19,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2005,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2006,24,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2007,27,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2008,31,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2009,27,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2010,20,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2011,35,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2012,36,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2013,28,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2014,33,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2015,31,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2016,31,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2017,31,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2018,33,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2019,24,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2020,32,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2021,29,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1997,14,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1998,19,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1999,14,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2000,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2001,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2002,13,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2003,19,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2004,13,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2005,9,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2006,17,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2007,15,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2008,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2009,20,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2010,12,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2011,24,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2012,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2013,15,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2014,22,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2015,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2016,22,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2017,20,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2018,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2019,5,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2020,20,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2021,23,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1997,11,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1998,6,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1999,7,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2000,11,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2001,10,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2002,7,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2003,10,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2004,6,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2005,9,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2006,7,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2007,12,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2008,13,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2009,7,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2010,8,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2011,11,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2012,18,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2013,13,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2014,11,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2015,13,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2016,9,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2017,11,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2018,15,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2019,19,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2020,12,Highland
S08000022,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2021,6,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1997,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1998,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1999,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2000,20,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2001,33,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2002,22,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2003,21,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2004,31,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2005,31,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2006,29,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2007,40,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2008,25,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2009,53,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2010,54,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2011,49,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2012,43,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2013,37,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2014,42,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2015,44,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2016,43,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2017,37,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2018,38,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2019,38,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2020,25,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2021,26,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1997,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1998,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1999,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2000,10,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2001,16,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2002,12,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2003,8,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2004,10,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2005,9,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2006,9,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2007,18,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2008,10,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2009,21,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2010,22,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2011,18,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2012,12,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2013,13,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2014,16,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2015,17,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2016,13,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2017,18,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2018,20,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2019,13,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2020,12,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2021,11,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1997,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1998,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1999,0,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2000,10,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2001,17,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2002,10,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2003,13,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2004,21,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2005,22,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2006,20,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2007,22,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2008,15,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2009,32,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2010,32,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2011,31,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2012,31,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2013,24,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2014,26,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2015,27,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2016,30,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2017,19,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2018,18,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2019,25,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2020,13,Highland
S08000022,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2021,15,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,1997,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,1998,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,1999,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2000,49,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2001,61,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2002,42,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2003,50,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2004,50,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2005,49,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2006,53,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2007,67,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2008,56,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2009,80,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2010,74,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2011,84,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2012,79,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2013,65,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2014,75,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2015,75,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2016,74,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2017,68,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2018,71,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2019,62,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2020,57,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),All,2021,55,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,1997,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,1998,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,1999,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2000,28,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2001,34,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2002,25,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2003,27,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2004,23,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2005,18,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2006,26,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2007,33,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2008,28,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2009,41,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2010,34,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2011,42,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2012,30,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2013,28,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2014,38,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2015,35,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2016,35,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2017,38,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2018,38,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2019,18,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2020,32,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Male,2021,34,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,1997,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,1998,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,1999,0,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2000,21,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2001,27,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2002,17,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2003,23,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2004,27,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2005,31,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2006,27,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2007,34,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2008,28,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2009,39,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2010,40,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2011,42,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2012,49,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2013,37,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2014,37,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2015,40,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2016,39,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2017,30,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2018,33,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2019,44,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2020,25,Highland
S08000022,All brain and CNS tumours (malignant and non-malignant),Females,2021,21,Highland
S08000022,Breast,All,1997,252,Highland
S08000022,Breast,All,1998,230,Highland
S08000022,Breast,All,1999,220,Highland
S08000022,Breast,All,2000,252,Highland
S08000022,Breast,All,2001,237,Highland
S08000022,Breast,All,2002,187,Highland
S08000022,Breast,All,2003,299,Highland
S08000022,Breast,All,2004,254,Highland
S08000022,Breast,All,2005,237,Highland
S08000022,Breast,All,2006,331,Highland
S08000022,Breast,All,2007,296,Highland
S08000022,Breast,All,2008,261,Highland
S08000022,Breast,All,2009,358,Highland
S08000022,Breast,All,2010,327,Highland
S08000022,Breast,All,2011,262,Highland
S08000022,Breast,All,2012,340,Highland
S08000022,Breast,All,2013,315,Highland
S08000022,Breast,All,2014,244,Highland
S08000022,Breast,All,2015,360,Highland
S08000022,Breast,All,2016,328,Highland
S08000022,Breast,All,2017,264,Highland
S08000022,Breast,All,2018,358,Highland
S08000022,Breast,All,2019,364,Highland
S08000022,Breast,All,2020,240,Highland
S08000022,Breast,All,2021,348,Highland
S08000022,Breast,Male,1997,2,Highland
S08000022,Breast,Male,1998,0,Highland
S08000022,Breast,Male,1999,2,Highland
S08000022,Breast,Male,2000,0,Highland
S08000022,Breast,Male,2001,1,Highland
S08000022,Breast,Male,2002,0,Highland
S08000022,Breast,Male,2003,1,Highland
S08000022,Breast,Male,2004,1,Highland
S08000022,Breast,Male,2005,4,Highland
S08000022,Breast,Male,2006,1,Highland
S08000022,Breast,Male,2007,1,Highland
S08000022,Breast,Male,2008,1,Highland
S08000022,Breast,Male,2009,5,Highland
S08000022,Breast,Male,2010,2,Highland
S08000022,Breast,Male,2011,4,Highland
S08000022,Breast,Male,2012,1,Highland
S08000022,Breast,Male,2013,1,Highland
S08000022,Breast,Male,2014,5,Highland
S08000022,Breast,Male,2015,3,Highland
S08000022,Breast,Male,2016,2,Highland
S08000022,Breast,Male,2017,4,Highland
S08000022,Breast,Male,2018,3,Highland
S08000022,Breast,Male,2019,3,Highland
S08000022,Breast,Male,2020,1,Highland
S08000022,Breast,Male,2021,5,Highland
S08000022,Breast,Females,1997,250,Highland
S08000022,Breast,Females,1998,230,Highland
S08000022,Breast,Females,1999,218,Highland
S08000022,Breast,Females,2000,252,Highland
S08000022,Breast,Females,2001,236,Highland
S08000022,Breast,Females,2002,187,Highland
S08000022,Breast,Females,2003,298,Highland
S08000022,Breast,Females,2004,253,Highland
S08000022,Breast,Females,2005,233,Highland
S08000022,Breast,Females,2006,330,Highland
S08000022,Breast,Females,2007,295,Highland
S08000022,Breast,Females,2008,260,Highland
S08000022,Breast,Females,2009,353,Highland
S08000022,Breast,Females,2010,325,Highland
S08000022,Breast,Females,2011,258,Highland
S08000022,Breast,Females,2012,339,Highland
S08000022,Breast,Females,2013,314,Highland
S08000022,Breast,Females,2014,239,Highland
S08000022,Breast,Females,2015,357,Highland
S08000022,Breast,Females,2016,326,Highland
S08000022,Breast,Females,2017,260,Highland
S08000022,Breast,Females,2018,355,Highland
S08000022,Breast,Females,2019,361,Highland
S08000022,Breast,Females,2020,239,Highland
S08000022,Breast,Females,2021,343,Highland
S08000022,Carcinoma in situ of the breast,All,1997,47,Highland
S08000022,Carcinoma in situ of the breast,All,1998,40,Highland
S08000022,Carcinoma in situ of the breast,All,1999,56,Highland
S08000022,Carcinoma in situ of the breast,All,2000,48,Highland
S08000022,Carcinoma in situ of the breast,All,2001,32,Highland
S08000022,Carcinoma in situ of the breast,All,2002,10,Highland
S08000022,Carcinoma in situ of the breast,All,2003,24,Highland
S08000022,Carcinoma in situ of the breast,All,2004,23,Highland
S08000022,Carcinoma in situ of the breast,All,2005,21,Highland
S08000022,Carcinoma in situ of the breast,All,2006,27,Highland
S08000022,Carcinoma in situ of the breast,All,2007,34,Highland
S08000022,Carcinoma in situ of the breast,All,2008,22,Highland
S08000022,Carcinoma in situ of the breast,All,2009,43,Highland
S08000022,Carcinoma in situ of the breast,All,2010,40,Highland
S08000022,Carcinoma in situ of the breast,All,2011,26,Highland
S08000022,Carcinoma in situ of the breast,All,2012,31,Highland
S08000022,Carcinoma in situ of the breast,All,2013,35,Highland
S08000022,Carcinoma in situ of the breast,All,2014,38,Highland
S08000022,Carcinoma in situ of the breast,All,2015,29,Highland
S08000022,Carcinoma in situ of the breast,All,2016,51,Highland
S08000022,Carcinoma in situ of the breast,All,2017,26,Highland
S08000022,Carcinoma in situ of the breast,All,2018,22,Highland
S08000022,Carcinoma in situ of the breast,All,2019,40,Highland
S08000022,Carcinoma in situ of the breast,All,2020,14,Highland
S08000022,Carcinoma in situ of the breast,All,2021,23,Highland
S08000022,Carcinoma in situ of the breast,Male,1997,0,Highland
S08000022,Carcinoma in situ of the breast,Male,1998,0,Highland
S08000022,Carcinoma in situ of the breast,Male,1999,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2000,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2001,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2002,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2003,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2004,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2005,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2006,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2007,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2008,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2009,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2010,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2011,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2012,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2013,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2014,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2015,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2016,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2017,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2018,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2019,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2020,0,Highland
S08000022,Carcinoma in situ of the breast,Male,2021,0,Highland
S08000022,Carcinoma in situ of the breast,Females,1997,47,Highland
S08000022,Carcinoma in situ of the breast,Females,1998,40,Highland
S08000022,Carcinoma in situ of the breast,Females,1999,56,Highland
S08000022,Carcinoma in situ of the breast,Females,2000,48,Highland
S08000022,Carcinoma in situ of the breast,Females,2001,32,Highland
S08000022,Carcinoma in situ of the breast,Females,2002,10,Highland
S08000022,Carcinoma in situ of the breast,Females,2003,24,Highland
S08000022,Carcinoma in situ of the breast,Females,2004,23,Highland
S08000022,Carcinoma in situ of the breast,Females,2005,21,Highland
S08000022,Carcinoma in situ of the breast,Females,2006,27,Highland
S08000022,Carcinoma in situ of the breast,Females,2007,34,Highland
S08000022,Carcinoma in situ of the breast,Females,2008,22,Highland
S08000022,Carcinoma in situ of the breast,Females,2009,43,Highland
S08000022,Carcinoma in situ of the breast,Females,2010,40,Highland
S08000022,Carcinoma in situ of the breast,Females,2011,26,Highland
S08000022,Carcinoma in situ of the breast,Females,2012,31,Highland
S08000022,Carcinoma in situ of the breast,Females,2013,35,Highland
S08000022,Carcinoma in situ of the breast,Females,2014,38,Highland
S08000022,Carcinoma in situ of the breast,Females,2015,29,Highland
S08000022,Carcinoma in situ of the breast,Females,2016,51,Highland
S08000022,Carcinoma in situ of the breast,Females,2017,26,Highland
S08000022,Carcinoma in situ of the breast,Females,2018,22,Highland
S08000022,Carcinoma in situ of the breast,Females,2019,40,Highland
S08000022,Carcinoma in situ of the breast,Females,2020,14,Highland
